"Sample_geo_accession","Sample_status","Sample_submission_date","Sample_last_update_date","Sample_type","Sample_channel_count","Sample_source","Sample_organism","Sample_perturbagen","Sample_dosage","Sample_batch","Sample_duration","Sample_perturbagen_type","Sample_well_id","Sample_plate_id","Sample_molecule","Sample_extract_protocol","Sample_label","Sample_label_protocol","Sample_taxid","Sample_hyb_protocol","Sample_scan_protocol","Sample_description","Sample_data_processing"
"GSM3363934","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","DL-thiorphan","1_uM","MSA103_C","duration: 6_hours","perturbation type: test","well id: H19","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363935","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","DL-thiorphan","1_uM","MSA103_D","duration: 6_hours","perturbation type: test","well id: H20","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363936","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","3-acetamidocoumarin","10_uM","MSA103_C","duration: 6_hours","perturbation type: test","well id: H21","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363937","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","3-acetamidocoumarin","10_uM","MSA103_D","duration: 6_hours","perturbation type: test","well id: H22","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363938","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","DMSO",NA,"MSA103_C","6_hours","perturbation type: vehicle","well id: H23","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363939","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","DMSO",NA,"MSA103_D","6_hours","perturbation type: vehicle","well id: H24","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363940","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","DMSO",NA,"MSA103_A","6_hours","perturbation type: vehicle","well id: I01","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363941","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","DMSO",NA,"MSA103_B","6_hours","perturbation type: vehicle","well id: I02","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363942","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","mebendazole","10_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I03","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363943","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","mebendazole","10_uM","MSA103_B","duration: 6_hours","perturbation type: test","well id: I04","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363944","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","trimethobenzamide","1_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I05","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363945","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","trimethobenzamide","1_uM","MSA103_B","duration: 6_hours","perturbation type: test","well id: I06","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363946","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","chlorcyclizine","1_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I07","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363947","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","chlorcyclizine","1_uM","MSA103_B","duration: 6_hours","perturbation type: test","well id: I08","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363948","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","spiradoline","0.1_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I09","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363949","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","spiradoline","0.1_uM","MSA103_B","duration: 6_hours","perturbation type: test","well id: I10","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363950","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","vigabatrin","10_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I11","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363951","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","vigabatrin","10_uM","MSA103_B","duration: 6_hours","perturbation type: test","well id: I12","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363952","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","suloctidil","10_uM","MSA103_A","duration: 6_hours","perturbation type: test","well id: I13","plate id: MSA103","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
